408.3 100
401.3 120
384.3 140
356.1 160
311.9 180
281.7 191
250.5 201
209.3 209
110.6 210
11.9 210
-89.8 210
-190.5 210
-291.2 210
-391.9 210
-490.6 209
-590.3 209
-624.6 210
-646.7 212
-662.8 220
-667.8 235
-672.8 246
-678.8 261
-688.8 277
-698.8 289
-715.9 299
-735.0 305
-755.2 309
-772.3 311
-799.5 312
-851.8 315
-895.1 317
-947.5 319
-1008.9 322
-1069.3 324
-1147.8 327
-1207.2 330
-1263.6 332
-1310.0 334
-1361.3 336
-1394.5 337
-1437.8 338
-1477.1 339
-1527.5 341
-1565.7 342
-1605.0 344
-1640.2 345
-1660.4 345
