486.0 3
461.0 40
436.0 72
411.0 98
386.0 120
361.0 138
336.0 155
311.0 167
286.0 176
261.0 182
236.0 186
186.0 192
136.0 196
86.0 199
36.0 201
-14.0 202
-63.0 203
-113.0 204
-163.0 205
-213.0 206
-263.0 207
-313.0 207
-363.0 207
-413.0 208
-463.0 210
-513.0 214
-563.0 218
-613.0 225
-637.0 240
-663.0 260
-687.0 278
-712.0 288
-737.0 296
-762.0 300
-787.0 304
-812.0 306
-861.0 309
-911.0 311
-959.0 314
-1006.0 316
-1054.0 318
-1100.0 321
-1145.0 323
-1190.0 325
-1235.0 327
-1261.0 329
