517.6 100
506.2 120
492.7 139
478.4 150
467.1 160
444.8 170
421.4 180
389.0 190
355.6 200
314.1 210
264.6 219
182.1 219
72.4 220
-27.3 220
-130.0 220
-230.6 220
-331.3 220
-403.8 221
-425.9 221
-440.1 226
-450.4 236
-459.7 251
-484.4 275
-506.8 291
-521.1 299
-553.4 302
-609.8 306
-675.3 309
-748.8 313
-800.2 316
-848.6 318
-880.8 319
-914.1 320
-966.4 321
-1030.9 325
-1083.3 327
-1100.4 328
-1128.6 329
-1159.9 330
-1190.1 331
-1229.3 332
-1278.7 334
-1326.0 336
-1372.4 337
-1427.8 339
-1462.0 340
-1496.3 342
-1522.5 343
-1533.5 343
-1548.7 344
-1563.8 345
-1583.9 345
-1602.0 345
