584.2 100
564.2 132
544.2 149
524.2 162
504.2 172
484.2 180
464.2 187
444.2 193
424.2 199
404.2 204
384.2 209
364.2 213
344.2 217
324.2 221
304.2 224
284.2 228
264.2 231
244.2 234
224.2 237
204.2 240
184.2 242
164.2 245
144.2 247
124.2 250
104.2 252
84.2 254
64.2 256
44.2 259
24.2 261
4.2 263
-15.8 265
-35.8 266
-55.8 268
-75.8 270
-95.8 272
-115.8 273
-135.8 275
-155.8 277
-175.8 278
-195.8 280
-215.8 281
-235.8 283
-255.8 284
-275.8 286
-295.8 287
-315.8 288
-335.8 290
-355.8 291
-375.8 292
-395.8 294
-415.8 295
-435.8 296
-455.8 297
-475.8 299
-495.8 300
-515.8 301
-535.8 302
-555.8 303
-575.8 304
-595.8 305
-615.8 306
-635.8 307
-655.8 308
-675.8 309
-695.8 310
-715.8 311
-735.8 312
-755.8 313
-775.8 314
-795.8 315
-815.8 316
-835.8 317
-855.8 318
-875.8 319
-895.8 320
-915.8 321
-935.8 322
-955.8 322
-975.8 323
-995.8 324
-1015.8 325
-1035.8 326
-1055.8 327
-1075.8 327
-1095.8 328
-1115.8 329
-1135.8 330
-1155.8 330
-1175.8 331
-1195.8 332
-1215.8 333
-1235.8 333
-1255.8 334
-1275.8 335
-1295.8 336
-1315.8 336
-1335.8 337
-1355.8 338
-1375.8 338
-1395.8 339
-1415.8 340
