442.3 51
430.7 62
408.4 75
388.7 84
370.3 89
347.7 92
333.2 94
306.8 101
275.2 111
251.4 118
227.7 124
201.3 129
188.0 131
164.1 128
137.4 124
113.4 121
86.7 119
44.2 118
5.6 116
-30.3 114
-63.6 111
-94.2 107
-118.1 109
-156.5 114
-182.9 119
-193.8 121
-223.4 126
-250.8 130
-278.3 135
-312.1 142
-350.1 149
-392.3 156
-432.4 162
-472.6 168
-523.3 175
-578.2 184
-628.9 190
-696.5 200
-749.3 207
-800.0 213
-859.2 219
-916.3 225
-967.0 232
-1019.8 238
-1068.5 243
-1125.5 250
-1191.0 258
-1248.1 263
-1311.5 269
-1375.0 275
-1432.0 281
-1489.1 287
-1535.6 291
-1573.7 294
-1618.1 298
-1673.1 302
-1713.2 304
-1742.9 306
-1787.3 308
