464.5 4
413.8 52
397.2 50
348.7 21
302.7 40
254.3 102
194.9 153
129.3 166
67.6 177
6.1 187
-69.1 199
-145.1 208
-188.0 214
-265.0 221
-318.7 226
-350.6 230
-398.3 235
-441.6 243
-477.4 251
-508.6 259
-536.9 263
-561.7 268
-599.6 273
-630.1 275
-655.5 275
-679.5 273
-705.9 272
-731.3 272
-758.1 274
-785.0 276
-819.3 281
-849.1 288
-872.9 295
-896.5 300
-926.2 306
-955.7 311
-981.6 315
-1002.5 318
-1040.5 323
-1079.4 325
-1135.5 327
-1155.5 328
-1175.5 329
-1195.5 330
-1215.5 330
-1235.5 331
-1255.5 332
-1275.5 333
-1295.5 333
-1315.5 334
-1335.5 335
-1355.5 336
-1375.5 336
-1395.5 337
-1415.5 338
-1435.5 338
-1455.5 339
-1475.5 340
-1495.5 340
-1515.5 341
-1535.5 342
