518.0 52
498.0 100
458.0 149
438.0 161
418.0 172
398.0 180
378.0 188
358.0 194
338.0 199
318.0 204
298.0 208
277.0 213
257.0 217
237.0 220
187.0 220
138.0 220
88.0 220
38.0 220
-10.0 220
-60.0 220
-110.0 220
-160.0 220
-211.0 220
-261.0 220
-311.0 220
-360.0 220
-410.0 220
-461.0 220
-511.0 225
-561.0 235
-610.0 255
-660.0 275
-760.0 310
-810.0 317
-867.0 322
-965.0 326
-1066.0 330
-1166.0 333
-1266.0 337
-1366.0 326
-1466.0 330
-1567.0 333
-1666.0 337
