600.0 80
595.0 90
586.0 100
577.0 110
568.0 120
558.0 130
544.0 140
528.0 150
505.0 160
484.0 170
456.0 180
420.0 190
373.0 200
342.0 205
311.0 209
277.0 210
210.0 210
157.0 210
110.0 210
53.0 210
10.0 210
-46.0 210
-58.0 211
-61.0 214
-75.0 223
-87.0 230
-102.0 240
-119.0 250
-136.0 259
-153.0 267
-161.0 271
-167.0 273
-178.0 276
-191.0 277
-212.0 279
-246.0 282
-288.0 285
-350.0 286
-390.0 287
-439.0 287
-488.0 288
-540.0 289
-563.0 291
-584.0 292
-604.0 293
-629.0 295
-653.0 297
-680.0 298
-698.0 299
-735.0 301
-756.0 302
