446.0 100
426.0 132
406.0 149
386.0 162
366.0 172
346.0 180
326.0 187
306.0 193
286.0 199
266.0 204
246.0 209
226.0 213
206.0 217
186.0 221
166.0 224
146.0 228
126.0 231
106.0 234
86.0 237
66.0 240
46.0 242
26.0 245
6.0 247
-13.0 250
-33.0 252
-53.0 254
-73.0 256
-93.0 259
-113.0 261
-186.0 261
-241.0 260
-294.0 260
-327.0 260
-345.0 259
-370.0 256
-395.0 251
-424.0 243
-446.0 235
-474.0 227
-509.0 219
-556.0 209
-613.0 199
-659.0 192
-711.0 188
-772.0 184
-822.0 181
-882.0 179
-939.0 179
-1001.0 180
-1006.0 181
-1012.0 181
-1018.0 182
-1023.0 183
-1025.0 183
