483.2 3
433.2 100
423.2 119
413.2 132
403.2 142
393.2 149
383.2 155
373.2 160
363.2 164
353.2 168
343.2 171
333.2 174
323.2 176
313.2 179
303.2 181
293.2 182
283.2 183
273.2 184
263.2 184
253.2 184
243.2 184
233.2 185
223.2 185
213.2 185
203.2 185
193.2 185
183.2 185
173.2 185
163.2 185
153.2 186
143.2 186
133.2 186
123.2 186
113.2 186
103.2 187
93.2 187
83.2 187
73.2 187
63.2 188
53.2 188
43.2 189
33.2 189
23.2 189
13.2 190
3.2 190
-6.8 191
-16.8 191
-26.8 191
-36.8 191
-46.8 191
-56.8 191
-66.8 191
-76.8 190
-86.8 190
-96.8 190
-106.8 190
-116.8 190
-126.8 190
-136.8 190
-146.8 191
-156.8 191
-166.8 191
-176.8 191
-186.8 191
-196.8 192
-206.8 192
-216.8 192
-226.8 192
-236.8 192
-246.8 192
-256.8 192
-266.8 192
-276.8 192
-286.8 192
-296.8 192
-306.8 192
-316.8 192
-326.8 193
-336.8 193
-346.8 194
-356.8 194
-366.8 195
-376.8 195
-386.8 196
-396.8 196
-406.8 197
-416.8 197
-426.8 199
-436.8 200
-446.8 202
-456.8 203
-466.8 205
-476.8 207
-486.8 208
-496.8 210
-506.8 211
-516.8 213
-526.8 214
-536.8 215
-546.8 216
-556.8 217
-566.8 218
-576.8 218
-586.8 219
-596.8 220
-606.8 221
-616.8 222
-626.8 224
-636.8 225
-646.8 227
-656.8 228
-666.8 230
-676.8 231
-686.8 233
-696.8 234
-706.8 236
-716.8 237
-726.8 240
-736.8 244
-746.8 247
-756.8 250
-766.8 254
-776.8 257
-786.8 260
-796.8 263
-806.8 267
-816.8 270
-826.8 274
-836.8 278
-846.8 282
-856.8 286
-866.8 289
-876.8 293
-886.8 297
-896.8 301
