440.0 100
430.0 119
420.0 132
410.0 142
400.0 149
390.0 156
380.0 162
370.0 167
360.0 172
350.0 176
340.0 180
330.0 184
320.0 187
310.0 190
300.0 193
290.0 196
280.0 197
270.0 197
260.0 197
250.0 197
240.0 197
230.0 197
220.0 197
210.0 197
200.0 197
190.0 198
180.0 198
170.0 198
160.0 198
150.0 198
140.0 198
130.0 198
120.0 198
110.0 199
100.0 199
90.0 199
80.0 199
70.0 199
60.0 199
50.0 200
40.0 200
30.0 200
20.0 200
10.0 200
0.0 200
-10.0 201
-20.0 201
-30.0 201
-40.0 201
-50.0 201
-60.0 201
-70.0 202
-80.0 202
-90.0 202
-100.0 202
-110.0 202
-120.0 203
-130.0 203
-140.0 203
-150.0 203
-160.0 203
-170.0 204
-180.0 204
-190.0 204
-200.0 204
-210.0 204
-220.0 204
-230.0 205
-240.0 205
-250.0 205
-260.0 205
-270.0 205
-280.0 206
-290.0 206
-300.0 206
-310.0 206
-320.0 206
-330.0 207
-340.0 207
-350.0 207
-360.0 207
-370.0 207
-380.0 208
-390.0 208
-400.0 208
-410.0 208
-420.0 208
-430.0 209
-440.0 209
-450.0 209
-460.0 209
-470.0 209
-480.0 210
-490.0 210
-500.0 210
-510.0 210
-520.0 211
-530.0 212
-540.0 214
-550.0 218
-560.0 222
-570.0 226
-580.0 232
-590.0 237
-600.0 243
-610.0 249
-620.0 256
-630.0 262
-640.0 268
-650.0 273
-660.0 278
-670.0 283
-680.0 286
-710.0 306
-735.0 308
-760.0 309
-785.0 310
-810.0 311
-835.0 313
-860.0 314
-885.0 315
-910.0 316
-935.0 317
-960.0 319
-985.0 320
-1010.0 321
-1035.0 322
-1060.0 323
-1085.0 324
-1110.0 325
-1135.0 326
-1160.0 327
-1185.0 328
-1210.0 329
-1235.0 330
-1260.0 331
-1285.0 332
-1310.0 333
-1335.0 334
-1360.0 335
-1385.0 335
-1410.0 336
-1435.0 337
-1460.0 338
-1485.0 339
-1510.0 340
-1535.0 340
-1560.0 341
-1585.0 342
-1610.0 343
-1611.0 346
-1710.0 349
-1810.0 352
-1910.0 354
